optimizer,p,m,energy_Hc,time_sec,trial,C_max,C_qaoa,approx_ratio
L-BFGS-B,1,2,0.0,0.34,73,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.36,73,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.32,73,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.67,73,2,2.0,1.0
L-BFGS-B,16,2,0.0,4.26,73,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.49,74,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.4,74,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.53,74,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.01,74,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.09,74,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.48,75,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.24,75,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.8,75,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.93,75,2,2.0,1.0
L-BFGS-B,16,2,0.0,7.98,75,2,2.0,1.0
L-BFGS-B,1,2,0.0283,0.52,76,2,1.9717,0.98585
L-BFGS-B,2,2,0.0,1.2,76,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.99,76,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.1,76,2,2.0,1.0
L-BFGS-B,16,2,0.0,7.33,76,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.5,77,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.3,77,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.38,77,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.95,77,2,2.0,1.0
L-BFGS-B,16,2,0.0,4.48,77,2,2.0,1.0
L-BFGS-B,1,2,0.06,0.34,78,2,1.94,0.97
L-BFGS-B,2,2,0.0,1.32,78,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.65,78,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.27,78,2,2.0,1.0
L-BFGS-B,16,2,0.0,4.41,78,2,2.0,1.0
L-BFGS-B,1,2,0.0283,0.41,79,2,1.9717,0.98585
L-BFGS-B,2,2,0.0,1.47,79,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.75,79,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.46,79,2,2.0,1.0
L-BFGS-B,16,2,0.0,6.69,79,2,2.0,1.0
L-BFGS-B,1,2,0.0283,0.3,80,2,1.9717,0.98585
L-BFGS-B,2,2,0.0,0.91,80,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.5,80,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.87,80,2,2.0,1.0
L-BFGS-B,16,2,0.0,2.12,80,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.61,81,2,2.0,1.0
L-BFGS-B,2,2,-0.0,0.32,81,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.56,81,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.28,81,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.11,81,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.4,82,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.3,82,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.39,82,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.11,82,2,2.0,1.0
L-BFGS-B,16,2,0.0,2.28,82,2,2.0,1.0
