optimizer,p,m,energy_Hc,success_prob,time_sec,trial,C_max,C_qaoa,approx_ratio
SPSA,16,20,0.38105939389508214,0.75,515.5973234176636,0,20,19.618940606104918,0.9809470303052459
SPSA,1,20,0.9872165464590901,0.322265625,119.73613739013672,1,20,19.01278345354091,0.9506391726770455
SPSA,2,20,2.1114002006497308,0.0654296875,145.39494681358337,1,20,17.88859979935027,0.8944299899675136
SPSA,4,20,0.4623849129234029,0.66015625,195.96675634384155,1,20,19.537615087076595,0.9768807543538298
SPSA,8,20,0.33352078788156836,0.7548828125,299.7782852649689,1,20,19.666479212118432,0.9833239606059216
SPSA,16,20,0.1863559521275968,0.87109375,518.9606184959412,1,20,19.813644047872405,0.9906822023936203
SPSA,1,20,2.211336177330378,0.0380859375,105.17352628707886,2,20,17.788663822669623,0.8894331911334812
SPSA,2,20,2.142635589780978,0.029296875,133.07524299621582,2,20,17.85736441021902,0.892868220510951
SPSA,4,20,0.6447064246583704,0.517578125,187.99231815338135,2,20,19.35529357534163,0.9677646787670815
SPSA,8,20,0.47184081249747495,0.630859375,289.52104902267456,2,20,19.528159187502524,0.9764079593751263
SPSA,16,20,0.6845578050872577,0.48828125,501.0220971107483,2,20,19.31544219491274,0.9657721097456371
